"","year","SITC","class","country","export","import"
"3522","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Vietnam",1665306103,2279143045
"3523","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Laos",18570001,15315504
"3524","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Cambodia",16085944,92086243
"3525","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Malaysia",476829100,822956128
"3526","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Singapore",1126714238,189881343
"3527","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Indonesia",200581868,2243685503
"3528","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Timor-Leste",11660,0
"3529","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Brunei",7499025,72912
"3530","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Philippines",305257551,356346758
"3531","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Macau",26181010,9286434
"3532","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Bhutan",49686,39777
"3533","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Maldives",3023528,0
"3534","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","China",5164808464,50640250349
"3535","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Mongolia",5715620,319627
"3536","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Korea, South",2227579022,8259809824
"3537","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Hong Kong",4933965261,2143969784
"3538","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Taiwan",1097662046,6624554968
"3539","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Japan",3423934189,8581855185
"3540","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Australia",1482420683,848914885
"3541","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Norfolk Island",45156,0
"3542","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Cocos (Keeling) Islands",82411,106579
"3543","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Christmas Island",14815,101910
"3544","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Heard and McDonald Islands",71201,0
"3545","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Papua New Guinea",3220859,477291
"3546","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","New Zealand",188751296,120226073
"3547","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Cook Islands",54013,58453
"3548","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Tokelau",1294460,710267
"3549","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Niue",0,25207
"3550","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Samoa",1326603,314145
"3551","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Solomon Islands",259769,2830
"3552","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Vanuatu",1387839,4500
"3553","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Kiribati",22336,2664
"3554","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Tuvalu",0,1155
"3555","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","New Caledonia",4096340,35716683
"3556","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Wallis and Futuna",3264,0
"3557","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","French Polynesia",5451465,13775520
"3558","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Marshall Islands",41346522,286780
"3559","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Micronesia",3292068,0
"3560","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Palau",777869,0
"3561","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Nauru",0,39336
"3562","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Fiji",1719483,844811
"3563","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Tonga",237463,34531
"3564","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Morocco",93797501,23260462
"3565","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Algeria",69725691,38210
"3566","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Tunisia",28499138,18612680
"3567","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Libya",1114392,0
"3568","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Egypt",165105251,244007721
"3569","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Sudan",137035,3462
"3570","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","South Sudan",140960,0
"3571","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Equatorial Guinea",14184821,1806411
"3572","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Mauritania",8893624,48962
"3573","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Cameroon",7897064,3070823
"3574","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Senegal",8801196,1031307
"3575","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Mali",5850485,125328
"3576","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Guinea",8060852,779878
"3577","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Sierra Leone",2958867,2669405
"3578","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Cote d'Ivoire",11871987,3453724
"3579","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Ghana",52368677,6896358
"3580","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Gambia",310832,2094
"3581","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Niger",2718771,156444
"3582","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Togo",1183434,12811
"3583","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Nigeria",85451203,4416510
"3584","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Central African Republic",123227,72575
"3585","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Gabon",4306768,5569815
"3586","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Chad",470682,0
"3587","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","St Helena",354262,26575
"3588","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Burkina Faso",1076760,93065
"3589","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Benin",947133,77685
"3590","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Angola",71545970,233486821
"3591","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Congo (Brazzaville)",8282191,4969216
"3592","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Guinea-Bissau",8874,0
"3593","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Cabo Verde",119676,284418
"3594","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Sao Tome and Principe",5934,64742
"3595","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Liberia",14489522,1048519
"3596","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Congo (Kinshasa)",1779318,109886431
"3597","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Burundi",40020,25876
"3598","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Rwanda",527360,72521
"3599","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Somalia",1137659,0
"3600","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Eritrea",71852,44189
"3601","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Ethiopia",12632771,4581385
"3602","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Djibouti",4632542,48408
"3603","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Uganda",2968116,127111
"3604","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Kenya",25829305,2479979
"3605","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Seychelles",421104,202709
"3606","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","British Indian Ocean Territories",400001,49055
"3607","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Tanzania",15778272,73264035
"3608","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Mauritius",2376310,59283374
"3609","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Mozambique",3411086,37804740
"3610","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Madagascar",1097436,75271606
"3611","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Mayotte",225988,0
"3612","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Comoros",0,19822
"3613","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Reunion",159391,43608
"3614","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","French Southern and Antarctic Lands",28306,72303
"3615","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","South Africa",449555657,2766878665
"3616","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Namibia",15633072,39137093
"3617","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Botswana",1299625,417965657
"3618","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Zambia",12024260,44386275
"3619","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Eswatini",1644874,537580
"3620","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Zimbabwe",665355,6961258
"3621","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Malawi",305586,1262
"3622","2016","6","MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL","Lesotho",48392,13383780
"3623","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","World Total",626551857408,953589492355
"3624","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Greenland",2101749,46252
"3625","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Canada",121248165103,90788043079
"3626","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","St Pierre and Miquelon",32945,116652
"3627","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Mexico",108059636226,188879013875
"3628","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Guatemala",1055858728,11292549
"3629","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Belize",90968761,3002689
"3630","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","El Salvador",612431602,68280218
"3631","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Honduras",765455750,614114289
"3632","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Nicaragua",398256213,571395528
"3633","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Costa Rica",1857552093,460293068
"3634","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Panama",1430741918,19273172
"3635","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Bermuda",263368301,2098656
"3636","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Bahamas",396720781,2199779
"3637","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Cuba",5812784,0
"3638","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Jamaica",339692817,1742400
"3639","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Turks and Caicos Islands",47090937,82559
"3640","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Cayman Islands",126245399,1822255
"3641","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Haiti",104212251,2095387
"3642","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Dominican Republic",2007545045,623925148
"3643","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Anguilla",11322633,186236
"3644","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","British Virgin Islands",205236511,1054005
"3645","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","St Kitts and Nevis",44437784,32539610
"3646","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Antigua and Barbuda",53888310,213038
"3647","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Montserrat",3280744,437253
"3648","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Dominica",15404081,204842
"3649","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","St Lucia",38285740,8526886
"3650","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","St Vincent and the Grenadines",29537948,386442
"3651","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Grenada",19699509,548019
"3652","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Barbados",109643661,4927033
"3653","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Trinidad and Tobago",1064011023,3643953
"3654","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Sint Maarten",101870084,59560
"3655","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Curacao",103045556,1437804
"3656","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Aruba",91076092,343218
"3657","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Guadeloupe",12442339,940066
"3658","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Martinique",16029903,6822
"3659","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Colombia",3339623010,137309838
"3660","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Venezuela",1474353575,43716394
"3661","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Guyana",163504441,1031196
"3662","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Suriname",127792275,9709343
"3663","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","French Guiana",661474588,82953
"3664","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Ecuador",888990737,21518217
"3665","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Peru",2579464556,68704385
"3666","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Bolivia",347004092,1691845
"3667","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Chile",5571380226,72532895
"3668","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Brazil",12664761868,6067366806
"3669","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Paraguay",1355990499,3161718
"3670","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Uruguay",431610336,6201059
"3671","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Argentina",3662386952,276833576
"3672","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Falkland Islands (Islas Malvinas)",1249961,9720
"3673","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Iceland",91898051,37650836
"3674","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Sweden",1546058190,5044475168
"3675","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Svalbard, Jan Mayen Island",53730,18165
"3676","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Norway",2701079499,566386075
"3677","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Finland",606704258,1294135117
"3678","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Faroe Islands",1150141,927921
"3679","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Denmark",857315038,1582015932
"3680","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","United Kingdom",23979503823,20997910539
"3681","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Ireland",3731657774,3536217332
"3682","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Netherlands",12797583760,4381650944
"3683","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Belgium",6021309449,2715834065
"3684","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Luxembourg",797245615,57980044
"3685","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Andorra",1173569,1208327
"3686","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Monaco",7872464,8608267
"3687","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","France",16967946558,17837664210
"3688","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Germany",25443652704,64402807251
"3689","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Austria",702541801,5044638398
"3690","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Czech Republic",1114121914,2389610357
"3691","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Slovakia",129163573,2122195457
"3692","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Hungary",1411639356,4021870058
"3693","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Liechtenstein",7283961,90788925
"3694","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Switzerland",3344580090,4622484071
"3695","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Estonia",127010665,814387040
"3696","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Latvia",111139820,62000750
"3697","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Lithuania",288736086,48978890
"3698","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Poland",2034846203,3319654600
"3699","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Russia",3847648125,511020582
"3700","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Belarus",173273945,15777760
"3701","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Ukraine",471943963,73799198
"3702","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Armenia",16113146,232669
"3703","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Azerbaijan",370298541,217344
"3704","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Georgia",241965116,4676421
"3705","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Kazakhstan",863833575,1849785
"3706","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Kyrgyzstan",10518874,629165
"3707","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Moldova",5088002,128070
"3708","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Tajikistan",12657747,37960
"3709","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Turkmenistan",82236975,15742
"3710","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Uzbekistan",271191520,1543088
"3711","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Spain",3104837750,4315756940
"3712","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Portugal",413686088,397052184
"3713","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Gibraltar",5557811,48881
"3714","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Malta",108021497,108479634
"3715","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","San Marino",3420852,1489438
"3716","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Vatican City",46088,368383
"3717","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Italy",4760373548,16831935914
"3718","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Croatia",55680567,95445982
"3719","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Slovenia",134465698,274825460
"3720","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Bosnia and Herzegovina",9111489,4566787
"3721","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","North Macedonia",20589837,165374795
"3722","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Serbia",78103318,124004046
"3723","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Kosovo",4807956,514327
"3724","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Montenegro",8398729,622079
"3725","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Albania",24987984,891196
"3726","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Greece",259808757,134063344
"3727","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Romania",373171191,1027558045
"3728","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Bulgaria",141537831,161700516
"3729","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Turkey",4685655831,2014635871
"3730","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Cyprus",128627651,25624136
"3731","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Syria",55894,0
"3732","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Lebanon",427203494,3539074
"3733","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Iraq",815263514,18498
"3734","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Iran",5014067,0
"3735","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Israel",4409551309,4312719331
"3736","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Gaza Strip Administered by Israel",42022,0
"3737","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","West Bank Administered by Israel",636796,4563
"3738","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Jordan",826797918,28880800
"3739","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Kuwait",1978655744,1943284
"3740","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Saudi Arabia",12168108353,113984314
"3741","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Qatar",4201942298,1013584
"3742","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","United Arab Emirates",14253999743,198101405
"3743","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Yemen",33564928,160060
"3744","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Oman",1170535412,5173757
"3745","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Bahrain",422765759,2395220
"3746","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Afghanistan",316272803,1242391
"3747","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","India",4706815836,4837377348
"3748","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Pakistan",717406110,9631582
"3749","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Nepal",19286522,119776
"3750","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Bangladesh",128633030,1348936
"3751","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Sri Lanka",93658203,69367053
"3752","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Burma",76344150,3444686
"3753","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Thailand",5014822687,16199518651
"3754","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Vietnam",3985772478,13054751254
"3755","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Laos",7909483,11463195
"3756","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Cambodia",269030287,27859754
"3757","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Malaysia",7999902256,28023848401
"3758","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Singapore",13312483644,6000691394
"3759","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Indonesia",1423969327,2338625074
"3760","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Timor-Leste",1091183,131991
"3761","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Brunei",576019808,421208
"3762","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Philippines",3994077029,5674306896
"3763","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Macau",341698327,10026550
"3764","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Bhutan",612917,106393
"3765","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Maldives",20857264,61247
"3766","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","China",50561102536,238286761688
"3767","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Mongolia",36842232,987167
"3768","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Korea, South",18999258601,46829706576
"3769","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Hong Kong",13952324721,1172817482
"3770","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Taiwan",14069013948,22102626504
"3771","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Japan",21523755270,99770111147
"3772","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Australia",11007352395,1482262367
"3773","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Norfolk Island",0,30576
"3774","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Cocos (Keeling) Islands",299977,1496295
"3775","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Christmas Island",287272,1246643
"3776","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Heard and McDonald Islands",118760,7164
"3777","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Papua New Guinea",87392170,322760
"3778","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","New Zealand",1895216439,363126163
"3779","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Cook Islands",1197793,486041
"3780","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Tokelau",497049,0
"3781","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Niue",59099,50184
"3782","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Samoa",3323789,993332
"3783","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Solomon Islands",2659287,16334
"3784","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Vanuatu",1730016,1556873
"3785","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Pitcairn Islands",43913,0
"3786","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Kiribati",241817,35411
"3787","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Tuvalu",608238,9400
"3788","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","New Caledonia",16663089,3795395
"3789","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Wallis and Futuna",81316,48985
"3790","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","French Polynesia",24579809,177534
"3791","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Marshall Islands",154727979,1216399
"3792","2016","7","MACHINERY AND TRANSPORT EQUIPMENT","Micronesia",8107002,14998
