,statename,rank,countryd,val2015,val2016,val2017,val2018,val2019,val2020,share15,share16,share17,share18,share19,share20,change
468,Massachusetts,21,Sweden,197.7,424.24,554.83,256.1,261.5,254.59,0.5873,1.2553,1.608,0.7216,0.7166,0.7269,-53.84
469,Massachusetts,22,Norway,197.9,147.81,200.83,229.16,404.95,511.27,0.5879,0.4374,0.582,0.6457,1.1098,1.4598,14.1
470,Massachusetts,24,Costa Rica,184.02,216.53,200.58,203.05,168.27,261.26,0.5467,0.6407,0.5813,0.5722,0.4611,0.746,1.23
471,Massachusetts,25,Spain,146.55,143.43,150.06,190.29,211.66,251.53,0.4354,0.4244,0.4349,0.5362,0.5801,0.7182,26.81
472,Maryland,0,World,31517.98,30675.42,32302.74,35173.37,35487.44,30645.28,1.4015,1.4022,1.3793,1.3833,1.4209,1.3115,8.89
473,Maryland,0,Top 25,27226.35,26556.24,28045.79,30624.6,30241.86,26399.69,86.3836,86.5718,86.8217,87.0676,85.2185,86.146,9.19
474,Maryland,1,United Kingdom,2962.46,3506.84,3881.88,4387.63,4402.38,2085.71,9.3993,11.4321,12.0172,12.4743,12.4055,6.806,13.03
475,Maryland,2,Germany,5352.3,4379.38,4073.77,4173.1,4372.5,3993.09,16.9817,14.2765,12.6112,11.8644,12.3213,13.03,2.44
476,Maryland,3,China,3397.32,3096.69,3475.62,3583.03,2734,2434.24,10.779,10.095,10.7595,10.1868,7.7041,7.9433,3.09
477,Maryland,4,Japan,2182.59,3475.71,3099.58,3329.59,3820.35,3024.71,6.9249,11.3306,9.5954,9.4662,10.7654,9.8701,7.42
478,Maryland,5,Canada,1995.65,1859.97,2004.42,2111.51,2409.3,2361.4,6.3318,6.0634,6.2051,6.0032,6.7892,7.7056,5.34
479,Maryland,6,Mexico,2826.7,2161.36,2176.58,1997.73,2913.89,3367.43,8.9685,7.0459,6.7381,5.6797,8.2111,10.9884,-8.22
480,Maryland,8,Brazil,916.78,709.57,732.58,950.61,967.79,718.93,2.9088,2.3132,2.2679,2.7026,2.7271,2.346,29.76
481,Maryland,9,Thailand,1004.87,948.6,749.8,811.62,674.56,645.64,3.1882,3.0924,2.3212,2.3075,1.9008,2.1068,8.25
482,Maryland,10,Sweden,832.7,860.69,894.85,802.63,860.37,901.6,2.642,2.8058,2.7702,2.2819,2.4244,2.942,-10.31
483,Maryland,11,India,536.95,430.38,615.09,736.78,698.72,608.1,1.7036,1.403,1.9041,2.0947,1.9689,1.9843,19.78
484,Maryland,12,Russia,569.72,453.14,777.99,718.2,392.93,301.49,1.8076,1.4772,2.4084,2.0419,1.1072,0.9838,-7.69
485,Maryland,13,Indonesia,450.91,451.49,652.77,635.35,541.72,566.54,1.4307,1.4718,2.0208,1.8063,1.5265,1.8487,-2.67
486,Maryland,14,Italy,702.62,569.54,551.23,599.4,825.72,690.5,2.2293,1.8567,1.7065,1.7041,2.3268,2.2532,8.74
487,Maryland,15,South Africa,532.28,595.93,466.09,551.22,493.33,366.66,1.6888,1.9427,1.4429,1.5671,1.3901,1.1965,18.26
488,Maryland,16,Austria,325.73,271.8,267.88,515.58,544.36,433.4,1.0335,0.8861,0.8293,1.4658,1.534,1.4142,92.47
489,Maryland,17,"Korea, South",240.14,398.28,523.64,502.81,507.73,451.74,0.7619,1.2984,1.621,1.4295,1.4307,1.4741,-3.98
490,Maryland,18,Chile,282.37,292.63,339.84,470.27,359.52,372.53,0.8959,0.954,1.052,1.337,1.0131,1.2156,38.38
491,Maryland,19,France,485.31,461.54,449.15,468.18,515.23,383,1.5398,1.5046,1.3904,1.3311,1.4519,1.2498,4.24
492,Maryland,21,Netherlands,240.49,305.76,360.6,425.99,427.01,325.18,0.763,0.9968,1.1163,1.2111,1.2033,1.0611,18.13
493,Maryland,22,Vietnam,314.91,372.8,345.13,340.19,441.62,537.5,0.9991,1.2153,1.0684,0.9672,1.2444,1.7539,-1.43
494,Maine,0,World,3686.6,3353.73,3299.32,3835.2,4635.01,4752.41,0.1639,0.1533,0.1409,0.1508,0.1856,0.2034,16.24
495,Maine,0,Top 25,3312.84,2958.75,3021.81,3519.41,4248.67,4435.23,89.8617,88.2228,91.589,91.766,91.6648,93.3257,16.47
496,Maine,1,Canada,1950.08,1707.7,1762.68,1892.63,2876.58,3167.3,52.8964,50.9193,53.4256,49.3489,62.062,66.6461,7.37
497,Maine,2,China,466.85,369.68,349.92,350.39,293.26,205.4,12.6633,11.023,10.6057,9.136,6.327,4.322,0.13
498,Maine,3,Netherlands,70.48,38.34,16.28,236.38,52.38,44.89,1.9117,1.1433,0.4934,6.1635,1.13,0.9447,1352.12
499,Maine,4,Germany,90.78,106.73,143.45,170.69,177.23,164.27,2.4624,3.1824,4.3477,4.4506,3.8237,3.4566,18.99
500,Maine,5,Japan,61.36,63.93,103.01,88.9,69.89,68.15,1.6643,1.9061,3.1223,2.3181,1.508,1.434,-13.7
501,Maine,6,United Kingdom,109.35,140.84,59.51,78.43,90.59,69.57,2.9662,4.1995,1.8038,2.0451,1.9544,1.4639,31.79
502,Maine,7,Vietnam,85.9,78.85,85.26,65.21,75.83,82.57,2.3301,2.3511,2.5842,1.7004,1.636,1.7374,-23.51
503,Maine,8,Mexico,74.01,70,67.94,64.93,89.64,87.82,2.0074,2.0873,2.0591,1.6931,1.934,1.8479,-4.42
504,Maine,9,Finland,14.63,16.85,23.32,63.05,23.46,27.21,0.3969,0.5026,0.7068,1.6439,0.5062,0.5725,170.36
505,Maine,10,Thailand,36.12,31.03,24.74,46.35,29.88,28.5,0.9797,0.9251,0.7497,1.2085,0.6446,0.5998,87.37
506,Maine,11,Italy,60.54,72.11,43.28,45.21,58.17,67.56,1.6422,2.1502,1.3119,1.1787,1.255,1.4216,4.44
507,Maine,12,Bangladesh,46.05,38.75,36.11,42.6,32.54,24.92,1.2491,1.1555,1.0946,1.1107,0.702,0.5243,17.95
508,Maine,13,Singapore,1.38,6.68,35.44,36.87,46.4,40.16,0.0375,0.1992,1.074,0.9615,1.0011,0.845,4.06
509,Maine,15,Brazil,21.74,28.95,34.41,33.61,36.93,33.16,0.5898,0.8631,1.0431,0.8763,0.7968,0.6978,-2.34
510,Maine,16,Indonesia,14.24,15.34,28.15,33.54,29.13,28.52,0.3864,0.4575,0.8532,0.8747,0.6285,0.6,19.17
511,Maine,17,Turkey,17.76,18.08,29.15,32.88,32.57,32.5,0.4817,0.5392,0.8836,0.8572,0.7027,0.6838,12.77
512,Maine,18,France,19.19,22.97,27.72,29.62,50.7,20.14,0.5204,0.6849,0.84,0.7724,1.0938,0.4238,6.89
513,Maine,19,India,19.47,19.58,25.65,28.43,32.25,23.59,0.5282,0.5837,0.7773,0.7413,0.6958,0.4964,10.85
514,Maine,20,Colombia,0.57,0.35,0.4,27.18,49.04,28.88,0.0155,0.0103,0.0122,0.7087,1.058,0.6077,6659.13
515,Maine,25,"Korea, South",19.81,17.15,20.47,19.38,19.36,48.33,0.5374,0.5114,0.6203,0.5054,0.4177,1.017,-5.29
516,Michigan,0,World,124225.34,134949.33,140222.75,146826.97,142333.5,115951.59,5.524,6.1688,5.9874,5.7743,5.699,4.9625,4.71
517,Michigan,0,Top 25,121196.92,131958.57,137310.72,144020.86,139470.39,113646.15,97.5622,97.7838,97.9233,98.0888,97.9884,98.0117,4.89
518,Michigan,1,Mexico,43951.6,49038.08,52975.55,56270.59,58200.15,47473.4,35.3805,36.3381,37.7796,38.3244,40.89,40.9424,6.22
519,Michigan,2,Canada,45750.36,48267.64,47400,47485.25,45117.1,33308.31,36.8285,35.7672,33.8034,32.341,31.6982,28.726,0.18
520,Michigan,3,China,9180.64,9877.81,9575.66,10370.62,8698.2,7438.77,7.3903,7.3196,6.8289,7.0632,6.1111,6.4154,8.3
521,Michigan,4,"Korea, South",2587.15,5037.25,5278.51,6252.86,5942.81,6350.73,2.0826,3.7327,3.7644,4.2587,4.1753,5.477,18.46
522,Michigan,5,Germany,4428.6,4262.79,5078.62,5710.45,4539.24,3574.16,3.565,3.1588,3.6218,3.8892,3.1892,3.0825,12.44
523,Michigan,6,Italy,3440.93,3212.22,3810.46,3977.26,2662.04,2770.46,2.7699,2.3803,2.7174,2.7088,1.8703,2.3893,4.38
524,Michigan,7,Japan,2908.21,3170.6,3326.25,3176.28,3558.58,2873.63,2.3411,2.3495,2.3721,2.1633,2.5002,2.4783,-4.51
525,Michigan,8,India,935.54,1010.8,936.6,1990.87,1972.48,1538.37,0.7531,0.749,0.6679,1.3559,1.3858,1.3267,112.56
526,Michigan,9,Spain,1150.72,903.24,1353.38,992.86,1219.6,817.71,0.9263,0.6693,0.9652,0.6762,0.8569,0.7052,-26.64
527,Michigan,10,Taiwan,862.51,866.62,986.96,977.3,937.56,855.64,0.6943,0.6422,0.7039,0.6656,0.6587,0.7379,-0.98
528,Michigan,11,United Kingdom,717.83,660.14,856.44,750.95,686.14,607.41,0.5778,0.4892,0.6108,0.5115,0.4821,0.5238,-12.32
529,Michigan,12,France,509.87,558.37,612.11,722.9,743.43,610.47,0.4104,0.4138,0.4365,0.4923,0.5223,0.5265,18.1
530,Michigan,13,Vietnam,350.6,529.49,524.07,676.64,916.02,997.94,0.2822,0.3924,0.3737,0.4608,0.6436,0.8606,29.11
531,Michigan,14,Thailand,742.6,852.47,684.61,619.58,720.49,677.65,0.5978,0.6317,0.4882,0.422,0.5062,0.5844,-9.5
532,Michigan,15,South Africa,114.05,254.73,395.05,460.67,466.59,669.16,0.0918,0.1888,0.2817,0.3138,0.3278,0.5771,16.61
533,Michigan,16,Turkey,497.01,466.06,442.78,457.11,294.62,294.03,0.4001,0.3454,0.3158,0.3113,0.207,0.2536,3.24
534,Michigan,17,Hungary,216.01,261.89,337.1,450.93,455.96,500.43,0.1739,0.1941,0.2404,0.3071,0.3203,0.4316,33.77
535,Michigan,18,Austria,368.35,363.23,368.76,404.09,398.48,348.5,0.2965,0.2692,0.263,0.2752,0.28,0.3006,9.58
536,Michigan,19,Sweden,393.39,386.95,453.88,399.28,377.95,267.24,0.3167,0.2867,0.3237,0.2719,0.2655,0.2305,-12.03
537,Michigan,21,Malaysia,558.73,353.35,393.08,372.54,320.42,263.75,0.4498,0.2618,0.2803,0.2537,0.2251,0.2275,-5.22
538,Michigan,22,Poland,216.58,416.42,319.17,331.99,298.27,225.52,0.1743,0.3086,0.2276,0.2261,0.2096,0.1945,4.02
539,Michigan,23,Switzerland,215.5,200.25,259.3,280.9,241.73,245.33,0.1735,0.1484,0.1849,0.1913,0.1698,0.2116,8.33
540,Michigan,24,Netherlands,230.49,230.15,218.12,257.84,288.92,286.66,0.1855,0.1705,0.1556,0.1756,0.203,0.2472,18.21
541,Michigan,25,Israel,377.26,363.82,232.29,248.71,265.81,352.48,0.3037,0.2696,0.1657,0.1694,0.1868,0.304,7.07
542,Minnesota,0,World,28588.02,27020.74,29679.57,32807.49,29897.95,28151.14,1.2713,1.2352,1.2673,1.2902,1.1971,1.2048,10.54
543,Minnesota,0,Top 25,27133.11,26028.52,28667.87,31541.06,28259.42,26767.02,94.9108,96.3279,96.5913,96.1398,94.5196,95.0832,10.02
544,Minnesota,1,China,9997.47,10285.11,11154.27,12424.62,8834.84,7576.52,34.9708,38.0638,37.5823,37.8713,29.55,26.9137,11.39
545,Minnesota,2,Canada,8647.05,7490.32,9524.81,9570.24,9289.63,7463.54,30.2471,27.7206,32.0921,29.1709,31.0711,26.5124,0.48
546,Minnesota,3,Mexico,2003.87,2028.99,1988.24,2280.43,2363.57,2594.75,7.0095,7.509,6.699,6.9509,7.9054,9.2172,14.7
547,Minnesota,4,Germany,948.57,1022.52,946.21,1055.17,1050.14,1021.37,3.3181,3.7842,3.1881,3.2163,3.5124,3.6281,11.52
548,Minnesota,5,Ireland,816.12,911.54,669.35,1026.51,1012.54,766.85,2.8548,3.3735,2.2553,3.1289,3.3866,2.724,53.36
549,Minnesota,6,Taiwan,693.05,634.99,660.62,779.83,750.17,981.09,2.4243,2.35,2.2258,2.377,2.5091,3.4851,18.05
550,Minnesota,7,Italy,391.95,373.67,413.28,499.34,452.25,483.5,1.371,1.3829,1.3925,1.522,1.5126,1.7175,20.82
551,Minnesota,8,Japan,398.31,408.95,441.4,427.93,397.98,374.42,1.3933,1.5135,1.4872,1.3044,1.3311,1.33,-3.05
552,Minnesota,9,United Kingdom,372.07,372.98,354.87,401.08,439.29,375.9,1.3015,1.3803,1.1957,1.2225,1.4693,1.3353,13.02
553,Minnesota,10,Costa Rica,155.03,229.02,299.18,389.89,438.55,414.62,0.5423,0.8476,1.008,1.1884,1.4668,1.4728,30.32
554,Minnesota,11,France,316.15,293.96,250.36,383.35,241.12,210.24,1.1059,1.0879,0.8435,1.1685,0.8065,0.7468,53.12
555,Minnesota,12,Malaysia,244.82,326.06,289.58,344.02,367.81,335.23,0.8564,1.2067,0.9757,1.0486,1.2302,1.1908,18.8
556,Minnesota,13,India,215.87,218.65,238.94,273.29,445.03,572.67,0.7551,0.8092,0.8051,0.833,1.4885,2.0343,14.38
557,Minnesota,14,Thailand,153.68,153.39,190.21,225.41,215.44,254.33,0.5376,0.5677,0.6409,0.6871,0.7206,0.9034,18.5
558,Minnesota,15,"Korea, South",183.07,194.7,175.36,204.25,223.61,218.5,0.6404,0.7206,0.5909,0.6226,0.7479,0.7762,16.47
559,Minnesota,16,Vietnam,144.42,130.45,145.28,163.3,583.58,1810.36,0.5052,0.4828,0.4895,0.4977,1.9519,6.4309,12.4
560,Minnesota,18,Switzerland,171.1,238.6,135.76,154.03,158.39,163.31,0.5985,0.883,0.4574,0.4695,0.5298,0.5801,13.46
561,Minnesota,19,Singapore,83.81,105.77,127.71,137.37,146.6,140.52,0.2932,0.3914,0.4303,0.4187,0.4904,0.4992,7.56
562,Minnesota,20,Netherlands,95.69,120.26,120.4,115.53,114.39,136.7,0.3347,0.445,0.4057,0.3522,0.3826,0.4856,-4.04
563,Minnesota,21,Israel,110.13,78.6,75.1,114.76,149.2,121.54,0.3852,0.2909,0.2531,0.3498,0.499,0.4317,52.81
564,Minnesota,22,Philippines,67.21,68.48,74.13,110.46,173.64,113.05,0.2351,0.2534,0.2498,0.3367,0.5808,0.4016,49.02
565,Minnesota,24,Indonesia,86.11,81.28,98.28,102.51,109.37,106.21,0.3012,0.3008,0.3311,0.3125,0.3658,0.3773,4.3
566,Minnesota,25,Brazil,634.72,97.6,120.36,97.65,111.43,108.93,2.2202,0.3612,0.4055,0.2976,0.3727,0.3869,-18.87
567,Missouri,0,World,18517.84,17195.55,18822.79,20651.95,20535.1,18760.2,0.8235,0.786,0.8037,0.8122,0.8222,0.8029,9.72
568,Missouri,0,Top 25,17342.63,16073.52,17676.97,19425.06,19299.1,17461.07,93.6536,93.4749,93.9126,94.0592,93.981,93.0751,9.89
569,Missouri,1,China,4822,4350.34,4723.4,4899.86,4064.69,3743.67,26.0398,25.2992,25.0941,23.7259,19.7938,19.9554,3.74
570,Missouri,2,Canada,3402.94,2956.14,3243.12,4232.97,5876.88,4499.55,18.3766,17.1913,17.2298,20.4967,28.6187,23.9846,30.52
571,Missouri,3,Mexico,3215.68,2683.04,3151.5,3558.46,3413.24,3346.89,17.3653,15.6031,16.743,17.2306,16.6215,17.8404,12.91
572,Missouri,4,Germany,1266.67,1352.7,1552.06,1445.61,1427.33,1259.04,6.8403,7.8666,8.2456,6.9999,6.9507,6.7112,-6.86
573,Missouri,6,Taiwan,390.24,394.18,384.65,442.09,498.51,428.7,2.1074,2.2923,2.0435,2.1406,2.4276,2.2852,14.93
574,Missouri,7,Japan,287.4,370.41,361.1,418.87,334.28,269.44,1.552,2.1541,1.9184,2.0282,1.6278,1.4363,16
575,Missouri,8,India,395.23,345.55,352.01,407.27,465.46,458.9,2.1343,2.0095,1.8701,1.9721,2.2667,2.4461,15.7
576,Missouri,9,Belgium,443.14,386.93,376.71,338.01,390.8,363.19,2.393,2.2502,2.0013,1.6367,1.9031,1.936,-10.27
577,Missouri,10,Italy,257.78,277.16,302.31,336.15,360.94,324.31,1.3921,1.6118,1.6061,1.6277,1.7577,1.7287,11.19
578,Missouri,11,France,278.71,257.8,359.28,317.72,265.01,402.52,1.5051,1.4992,1.9087,1.5384,1.2905,2.1456,-11.57
579,Missouri,12,United Kingdom,338.89,315.79,235.07,285.08,277.41,286.72,1.8301,1.8365,1.2489,1.3804,1.3509,1.5283,21.27
580,Missouri,13,Turkey,119.41,144.97,120.1,252.2,234.15,243.06,0.6448,0.8431,0.638,1.2212,1.1402,1.2956,110
581,Missouri,14,Netherlands,160.71,182.46,212.33,237.23,226.72,180.05,0.8678,1.0611,1.128,1.1487,1.1041,0.9598,11.73
582,Missouri,15,"Korea, South",228.07,186.88,226.76,234.82,211.16,218.81,1.2316,1.0868,1.2047,1.137,1.0283,1.1664,3.55
583,Missouri,16,Philippines,182.96,175.54,193.03,199.85,236.46,166.81,0.988,1.0209,1.0255,0.9677,1.1515,0.8892,3.53
584,Missouri,17,Thailand,100.13,91.28,133.25,137.49,145.86,198.8,0.5407,0.5308,0.7079,0.6658,0.7103,1.0597,3.18
585,Missouri,18,Switzerland,157.92,157.22,146.01,129.93,115.77,108.59,0.8528,0.9143,0.7757,0.6292,0.5638,0.5788,-11.01
586,Missouri,19,Finland,137.76,83.3,122.73,126.01,102.82,106.74,0.7439,0.4844,0.6521,0.6101,0.5007,0.569,2.67
587,Missouri,20,Israel,162.03,113.86,100.47,123.09,83.4,111,0.875,0.6621,0.5338,0.596,0.4061,0.5917,22.52
588,Missouri,21,Vietnam,124.71,97.98,104.61,123.07,164.99,217.28,0.6735,0.5698,0.5558,0.5959,0.8034,1.1582,17.65
589,Missouri,22,Brazil,114.18,108.93,88.6,100.57,121.5,110.56,0.6166,0.6335,0.4707,0.487,0.5917,0.5893,13.5
590,Missouri,23,Spain,78.48,93.14,96.47,91.9,102.78,105.59,0.4238,0.5417,0.5125,0.445,0.5005,0.5628,-4.74
591,Mississippi,0,World,14078.39,13945.32,14989.36,16676.88,16984.92,15798.62,0.626,0.6375,0.64,0.6559,0.6801,0.6761,11.26
592,Mississippi,0,Top 25,12263.4,12383.07,13191.49,14956.24,14453.53,14241.61,87.108,88.7973,88.0057,89.6825,85.0962,90.1447,13.38
593,Mississippi,1,China,3913.51,4255.71,3884.63,4157.38,4379.54,3937.9,27.798,30.5171,25.9159,24.929,25.7849,24.9256,7.02
594,Mississippi,2,Mexico,1411.8,1547.14,1607.7,1573.48,1625.6,1866.42,10.0281,11.0944,10.7256,9.4351,9.5708,11.8138,-2.13
595,Mississippi,4,Canada,1075.5,908.71,900.24,953.54,931.18,884.31,7.6393,6.5163,6.0058,5.7177,5.4824,5.5974,5.92
596,Mississippi,5,Japan,834.25,888.47,810.99,866.3,760.25,652.48,5.9258,6.3711,5.4105,5.1946,4.476,4.13,6.82
597,Mississippi,6,Germany,665.18,645.56,740.47,748.61,675.74,624.14,4.7248,4.6293,4.94,4.4889,3.9784,3.9506,1.1
598,Mississippi,7,Belgium,154.09,77.88,69.25,637.53,565.72,164.2,1.0945,0.5584,0.462,3.8228,3.3307,1.0393,820.57
599,Mississippi,8,Vietnam,292.21,299.32,366.13,447.69,649.82,831.64,2.0756,2.1464,2.4426,2.6845,3.8259,5.264,22.28
600,Mississippi,9,Taiwan,238.38,251.05,324.43,357.49,420.1,422.24,1.6932,1.8002,2.1644,2.1436,2.4734,2.6727,10.19
601,Mississippi,10,Brazil,310.46,295.51,481.46,335.89,392.58,239.11,2.2052,2.1191,3.212,2.0141,2.3113,1.5135,-30.23
602,Mississippi,11,Ireland,13.87,60.37,162.27,319.52,521.86,640.9,0.0985,0.4329,1.0825,1.916,3.0725,4.0567,96.91
603,Mississippi,12,Malaysia,253.06,273.86,337.88,317.4,325.99,475.14,1.7975,1.9638,2.2542,1.9032,1.9193,3.0075,-6.06
604,Mississippi,13,France,147.15,169.68,184.95,289.65,304.01,252.64,1.0452,1.2167,1.2339,1.7369,1.7899,1.5991,56.61
605,Mississippi,14,Russia,199.01,131.65,138.34,282.26,450.52,806.31,1.4136,0.944,0.9229,1.6925,2.6524,5.1037,104.03
606,Mississippi,15,United Kingdom,359.16,286.31,314.19,282.12,371.66,227.26,2.5511,2.0531,2.0961,1.6917,2.1882,1.4385,-10.21
607,Mississippi,16,Italy,187.53,199.55,245.76,273.72,277.34,278.32,1.332,1.4309,1.6396,1.6413,1.6329,1.7617,11.38
608,Mississippi,17,Ukraine,47.19,73.72,147.14,253.92,57.57,136.42,0.3352,0.5287,0.9816,1.5226,0.339,0.8635,72.57
609,Mississippi,19,Bangladesh,185.86,196.11,181.87,225.96,232.69,229.51,1.3202,1.4062,1.2133,1.3549,1.37,1.4527,24.24
610,Mississippi,20,Singapore,9.72,80.36,83.69,214.65,118.22,221.88,0.069,0.5762,0.5583,1.2871,0.696,1.4044,156.49
611,Mississippi,21,"Korea, South",138.97,158.64,191.05,188.43,259.99,248.07,0.9871,1.1376,1.2746,1.1299,1.5307,1.5702,-1.37
612,Mississippi,23,Thailand,82.9,99.35,162.77,164.98,224.86,269.97,0.5888,0.7124,1.0859,0.9893,1.3239,1.7088,1.36
613,Mississippi,25,India,213.46,176.11,199.2,142.01,156.34,145.54,1.5162,1.2629,1.329,0.8515,0.9205,0.9212,-28.71
614,Montana,0,World,4062.68,3489.04,4288,4699.27,4653.85,3955.12,0.1807,0.1595,0.1831,0.1848,0.1863,0.1693,9.59
615,Montana,0,Top 25,4039.85,3465.11,4262.37,4675.73,4620.84,3930.99,99.438,99.3139,99.4024,99.4991,99.2906,99.3898,9.7
616,Montana,1,Canada,3504.66,2876.41,3642.19,3996.4,4069.13,3441.76,86.2646,82.4412,84.9393,85.043,87.4358,87.0203,9.73
617,Montana,2,Germany,151.68,213.36,264.45,215.39,213.43,158.66,3.7336,6.115,6.1671,4.5834,4.5861,4.0116,-18.55
618,Montana,3,China,91.7,86.59,101.35,155.54,69.06,57.99,2.257,2.4819,2.3636,3.3098,1.484,1.4661,53.46
619,Montana,4,Mexico,99.55,99.48,115.31,107.1,110.84,70.15,2.4503,2.8512,2.6892,2.2791,2.3816,1.7735,-7.12
620,Montana,5,Italy,30.56,94.27,19.06,42.51,17.67,17.15,0.7521,2.7019,0.4446,0.9047,0.3797,0.4336,123.01
621,Montana,6,France,12.84,10.15,17.49,35.68,10.22,20.99,0.3162,0.291,0.408,0.7592,0.2196,0.5306,103.95
622,Montana,7,Taiwan,22.75,8.4,17.81,21.41,28.15,43.74,0.56,0.2408,0.4152,0.4556,0.605,1.106,20.26
623,Montana,8,Japan,10.94,13.35,9.81,19.82,9.08,8.84,0.2694,0.3826,0.2287,0.4218,0.1951,0.2236,102.12
624,Montana,9,United Kingdom,50.37,25.21,11.69,14.94,10.8,32.8,1.2398,0.7225,0.2725,0.3179,0.2321,0.8292,27.83
625,Montana,10,Vietnam,2.11,2.8,5.61,10.44,6.91,8.62,0.052,0.0802,0.1308,0.2222,0.1484,0.218,86.12
626,Montana,11,"Korea, South",12.36,5.08,17.24,9.48,12.53,9.34,0.3042,0.1457,0.4022,0.2017,0.2692,0.2361,-45.04
627,Montana,12,India,21.65,2.28,4.98,6.1,3.74,3.82,0.5329,0.0654,0.1161,0.1299,0.0805,0.0966,22.58
628,Montana,13,Australia,2.67,6.53,4.73,5.89,9.41,5.6,0.0658,0.1873,0.1103,0.1253,0.2023,0.1416,24.49
629,Montana,14,Philippines,12.07,5.23,4.02,5.23,9.03,11.25,0.297,0.15,0.0937,0.1113,0.1941,0.2845,30.22
630,Montana,16,Switzerland,1.39,1.96,3.38,3.73,19.43,3.19,0.0342,0.0562,0.0789,0.0794,0.4175,0.0806,10.33
631,Montana,17,Netherlands,3.18,3.11,4.4,3.68,4.68,5.4,0.0782,0.0892,0.1026,0.0782,0.1005,0.1366,-16.46
632,Montana,19,Austria,1.34,4.01,3.11,2.68,4.93,5.23,0.0331,0.1149,0.0725,0.0569,0.1058,0.1323,-13.95
633,Montana,21,Lithuania,2.09,2.42,2.86,2.22,2.06,3.58,0.0513,0.0693,0.0667,0.0473,0.0443,0.0906,-22.29
634,Montana,23,Norway,1.07,0.17,0.31,2.06,0.38,2.17,0.0263,0.005,0.0073,0.0438,0.0081,0.0549,557.5
635,North Carolina,0,World,51329.83,47052.35,47352.09,53429.74,59523.71,61163.56,2.2825,2.1509,2.0219,2.1012,2.3833,2.6177,12.84
636,North Carolina,0,Top 25,43440.86,39976.31,40835.11,46869.68,51771.34,54726.82,84.6308,84.9613,86.2372,87.7221,86.976,89.4762,14.78
637,North Carolina,1,China,11084.59,10154.42,10221.28,11173.92,9115.24,8979.18,21.5948,21.5811,21.5857,20.9133,15.3136,14.6806,9.32
638,North Carolina,2,Mexico,4538.79,4582.43,4733.7,7696.57,7812.84,7083.9,8.8424,9.739,9.9968,14.405,13.1256,11.5819,62.59
639,North Carolina,3,Canada,3775.94,3356.78,3345.79,3633.57,3430.4,3231.25,7.3562,7.1341,7.0658,6.8007,5.7631,5.283,8.6
640,North Carolina,4,Germany,3288.4,3028.67,4051.13,3350.8,6027.8,9207.5,6.4064,6.4368,8.5553,6.2714,10.1267,15.0539,-17.29
641,North Carolina,5,Japan,2935.43,2764.36,2664.99,2838.71,3119.3,2412.98,5.7188,5.8751,5.628,5.313,5.2404,3.9451,6.52
642,North Carolina,6,France,2168.97,1830.47,2121.56,2023.56,2355.34,1456.63,4.2256,3.8903,4.4804,3.7873,3.957,2.3815,-4.62
643,North Carolina,7,United Kingdom,2736.91,1910.06,1339.48,1709.61,1629.9,1261.02,5.332,4.0594,2.8288,3.1997,2.7382,2.0617,27.63
644,North Carolina,8,Italy,1856.55,1623.09,1530.74,1672.27,1805.74,1518.12,3.6169,3.4495,3.2327,3.1298,3.0337,2.4821,9.25
645,North Carolina,9,Vietnam,1195.05,1363.92,1354.81,1490.95,1690.63,2112.38,2.3282,2.8987,2.8611,2.7905,2.8403,3.4536,10.05
646,North Carolina,10,India,1344.84,1259.53,1187.46,1369.1,1481.4,1614.7,2.62,2.6769,2.5077,2.5624,2.4888,2.64,15.3
647,North Carolina,11,Singapore,559.87,439.96,227.72,1258.22,1608,1312.09,1.0907,0.935,0.4809,2.3549,2.7014,2.1452,452.54
648,North Carolina,12,Taiwan,883.62,833.24,877.27,947.87,957.45,1092.84,1.7215,1.7709,1.8527,1.774,1.6085,1.7867,8.05
649,North Carolina,13,"Korea, South",634.62,583.28,736.42,870.53,1098.04,1002.53,1.2364,1.2396,1.5552,1.6293,1.8447,1.6391,18.21
650,North Carolina,14,Honduras,938.22,888.65,832.24,867.49,881.47,518.88,1.8278,1.8886,1.7576,1.6236,1.4809,0.8484,4.24
651,North Carolina,15,Dominican Republic,658.6,728.66,662.91,735.68,754.12,490.68,1.2831,1.5486,1.4,1.3769,1.2669,0.8022,10.98
652,North Carolina,16,Thailand,473.08,509.16,527,670.66,785.31,869.84,0.9216,1.0821,1.1129,1.2552,1.3193,1.4221,27.26
653,North Carolina,19,Indonesia,635.94,573.02,535.66,560.89,566.42,488.72,1.2389,1.2178,1.1312,1.0498,0.9516,0.799,4.71
654,North Carolina,20,Brazil,809.96,730.53,622.91,521.7,586.36,441.83,1.5779,1.5526,1.3155,0.9764,0.9851,0.7224,-16.25
655,North Carolina,21,Austria,396.28,411.47,478.15,519.57,644.45,724.13,0.772,0.8745,1.0098,0.9724,1.0827,1.1839,8.66
656,North Carolina,22,Netherlands,630.82,497.58,675.15,468.34,1144.03,1571.17,1.2289,1.0575,1.4258,0.8766,1.922,2.5688,-30.63
657,North Carolina,23,Sweden,272.46,242.64,262.46,462.92,532,478.96,0.5308,0.5157,0.5543,0.8664,0.8938,0.7831,76.38
658,North Carolina,24,Malaysia,446.18,423.17,407.62,451.41,552.4,692.32,0.8692,0.8994,0.8608,0.8449,0.928,1.1319,10.74
